Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/purchase,13327,13227,22,485.7639132212753,20.02157199967769,48140.776469999764,38.141217078112106,225.53248880493592,223.84019129758292,22,23,23,23,25,26,56,27000,46000,48000,48000
,Aggregated,13327,13227,22,485.7639132212753,20.02157199967769,48140.776469999764,38.141217078112106,225.53248880493592,223.84019129758292,22,23,23,23,25,26,56,27000,46000,48000,48000
